timestamp_secs,measured_kW
1697879777,2458.85
1697879778,2419.38
1697879779,2366.33
1697879780,2342.56
1697879781,2331.24
1697879782,2320.28
1697879783,2309.25
1697879784,2302.80
1697879785,2300.83
1697879786,2311.82
1697879787,2336.95
1697879788,2343.67
1697879789,2350.28
1697879790,2366.82
1697879791,2371.20
1697879792,2364.58
1697879793,2410.80
1697879794,2466.84
1697879795,2476.47
1697879796,2473.28
1697879797,2468.57
1697879798,2427.44
1697879799,2368.12
1697879800,2341.47
1697879801,2330.65
1697879802,2319.01
1697879803,2306.87
1697879804,2301.42
1697879805,2304.29
1697879806,2313.84
1697879807,2340.57
1697879808,2349.57
1697879809,2356.77
1697879810,2372.62
1697879811,2378.02
1697879812,2368.93
1697879813,2393.90
1697879814,2458.70
1697879815,2466.99
1697879816,2465.14
1697879817,2458.02
1697879818,2423.89
1697879819,2371.82
1697879820,2346.55
1697879821,2331.76
1697879822,2319.17
1697879823,2310.36
1697879824,2301.98
1697879825,2298.01
1697879826,2307.51
1697879827,2331.71
1697879828,2339.44
1697879829,2347.91
1697879830,2365.00
1697879831,2370.75
1697879832,2366.59
1697879833,2398.92
1697879834,2452.73
1697879835,2472.88
1697879836,2473.63
1697879837,2465.26
1697879838,2432.72
1697879839,2381.65
1697879840,2346.79
1697879841,2329.81
1697879842,2317.70
1697879843,2308.50
1697879844,2300.87
1697879845,2297.70
1697879846,2304.56
1697879847,2329.82
1697879848,2334.96
1697879849,2344.34
1697879850,2358.81
1697879851,2372.90
1697879852,2368.43
1697879853,2402.44
1697879854,2454.44
1697879855,2469.82
1697879856,2466.23
1697879857,2458.14
1697879858,2431.93
1697879859,2378.12
1697879860,2346.25
1697879861,2330.97
1697879862,2318.19
1697879863,2309.73
1697879864,2300.71
1697879865,2296.26
1697879866,2301.57
1697879867,2331.44
1697879868,2338.93
1697879869,2343.70
1697879870,2364.57
1697879871,2376.36
1697879872,2370.10
1697879873,2394.48
1697879874,2448.19
1697879875,2464.73
1697879876,2463.58
1697879877,2454.31
1697879878,2428.00
1697879879,2377.22
1697879880,2346.34
1697879881,2330.64
1697879882,2323.26
1697879883,2311.78
1697879884,2304.26
1697879885,2299.73
1697879886,2308.32
1697879887,2334.49
1697879888,2336.13
1697879889,2346.78
1697879890,2366.18
1697879891,2375.55
1697879892,2369.17
1697879893,2397.77
1697879894,2450.00
1697879895,2464.98
1697879896,2461.92
1697879897,2454.65
1697879898,2431.76
1697879899,2385.20
1697879900,2346.56
1697879901,2332.23
1697879902,2318.85
1697879903,2309.84
1697879904,2301.42
1697879905,2296.25
1697879906,2307.29
1697879907,2329.97
1697879908,2333.97
1697879909,2341.68
1697879910,2362.49
1697879911,2371.06
1697879912,2371.38
1697879913,2392.98
1697879914,2442.44
1697879915,2462.73
1697879916,2458.62
1697879917,2451.68
1697879918,2429.75
1697879919,2375.98
1697879920,2349.73
1697879921,2332.03
1697879922,2319.20
1697879923,2312.16
1697879924,2304.45
1697879925,2297.59
1697879926,2302.28
1697879927,2328.07
1697879928,2338.60
1697879929,2349.38
1697879930,2367.92
1697879931,2381.74
1697879932,2373.76
1697879933,2394.67
1697879934,2441.75
1697879935,2461.70
1697879936,2459.02
1697879937,2453.22
1697879938,2433.65
1697879939,2387.13
1697879940,2355.01
1697879941,2341.25
1697879942,2327.52
1697879943,2317.47
1697879944,2305.90
1697879945,2298.54
1697879946,2300.38
1697879947,2320.15
1697879948,2328.56
1697879949,2335.64
1697879950,2355.30
1697879951,2368.79
1697879952,2366.20
1697879953,2388.64
1697879954,2446.01
1697879955,2462.06
1697879956,2459.77
1697879957,2451.98
1697879958,2432.01
1697879959,2382.67
1697879960,2353.08
1697879961,2338.82
1697879962,2325.15
1697879963,2315.40
1697879964,2302.30
1697879965,2296.80
1697879966,2299.78
1697879967,2326.05
1697879968,2340.38
1697879969,2347.10
1697879970,2361.54
1697879971,2374.84
1697879972,2365.64
1697879973,2386.97
1697879974,2439.49
1697879975,2459.73
1697879976,2459.77
1697879977,2455.11
1697879978,2440.05
1697879979,2404.08
1697879980,2362.36
1697879981,2345.39
1697879982,2333.53
1697879983,2320.00
1697879984,2305.78
1697879985,2296.88
1697879986,2302.72
1697879987,2330.44
1697879988,2339.98
1697879989,2343.17
1697879990,2360.59
1697879991,2371.78
1697879992,2360.62
1697879993,2380.78
1697879994,2436.07
1697879995,2461.99
1697879996,2462.92
1697879997,2456.47
1697879998,2439.32
1697879999,2388.31
1697880000,2350.38
1697880001,2333.43
1697880002,2321.94
1697880003,2310.61
1697880004,2302.79
1697880005,2296.70
1697880006,2301.52
1697880007,2332.81
1697880008,2347.39
1697880009,2352.93
1697880010,2372.62
1697880011,2382.23
1697880012,2367.25
1697880013,2381.10
1697880014,2432.46
1697880015,2456.27
1697880016,2458.57
1697880017,2453.46
1697880018,2436.15
1697880019,2385.67
1697880020,2349.22
1697880021,2332.75
1697880022,2323.14
1697880023,2311.41
1697880024,2305.40
1697880025,2297.72
1697880026,2302.60
1697880027,2326.11
1697880028,2344.35
1697880029,2355.07
1697880030,2452.98
1697880031,2484.88
1697880032,2526.97
1697880033,2557.94
1697880034,2549.87
1697880035,2462.22
1697880036,2421.14
1697880037,2449.79
1697880038,2537.70
1697880039,2577.92
1697880040,2741.76
1697880041,2942.01
1697880042,2887.31
1697880043,2805.54
1697880044,2980.87
1697880045,3601.02
1697880046,4217.44
1697880047,4890.34
1697880048,5683.43
1697880049,6292.23
1697880050,7142.37
1697880051,7344.35
1697880052,7349.47
1697880053,7352.96
1697880054,7352.47
1697880055,7360.01
1697880056,7362.20
1697880057,7363.58
1697880058,7367.01
1697880059,7365.35
1697880060,7369.60
1697880061,7372.09
1697880062,7374.00
1697880063,7375.53
1697880064,7374.29
1697880065,7377.68
1697880066,7381.25
1697880067,7382.20
1697880068,7377.90
1697880069,7376.04
1697880070,7376.03
1697880071,7373.69
1697880072,7371.82
1697880073,7368.27
1697880074,7366.35
1697880075,7365.03
1697880076,7366.52
1697880077,7364.30
1697880078,7362.09
1697880079,7363.54
1697880080,7365.33
1697880081,7365.69
1697880082,7364.87
1697880083,7364.98
1697880084,7369.25
1697880085,7374.94
1697880086,7376.22
1697880087,7376.34
1697880088,7376.64
1697880089,7382.52
1697880090,7382.24
1697880091,7384.23
1697880092,7382.18
1697880093,7383.25
1697880094,7382.26
1697880095,7386.62
1697880096,7386.41
1697880097,7388.53
1697880098,7386.77
1697880099,7390.22
1697880100,7391.92
1697880101,7392.52
1697880102,7388.75
1697880103,7390.35
1697880104,7393.33
1697880105,7396.91
1697880106,7395.03
1697880107,7398.66
1697880108,7401.97
1697880109,7403.45
1697880110,7403.02
1697880111,7402.74
1697880112,7398.11
1697880113,7397.40
1697880114,7397.94
1697880115,7400.53
1697880116,7402.14
1697880117,7401.05
1697880118,7404.19
1697880119,7405.56
1697880120,7401.45
1697880121,7394.67
1697880122,7395.78
1697880123,7396.78
1697880124,7399.83
1697880125,7401.12
1697880126,7394.77
1697880127,7399.27
1697880128,7399.96
1697880129,7397.52
1697880130,7390.54
1697880131,7390.98
1697880132,7389.99
1697880133,7386.91
1697880134,7387.13
1697880135,7389.05
1697880136,7383.79
1697880137,7383.07
1697880138,7385.89
1697880139,7383.39
1697880140,7374.14
1697880141,7377.74
1697880142,7381.68
1697880143,7381.97
1697880144,7381.34
1697880145,7378.80
1697880146,7375.21
1697880147,7371.94
1697880148,7369.94
1697880149,7365.30
1697880150,7364.71
1697880151,7366.39
1697880152,7365.51
1697880153,7363.70
1697880154,7362.26
1697880155,7352.81
1697880156,7354.23
1697880157,7356.90
1697880158,7359.66
1697880159,7358.43
1697880160,7354.81
1697880161,7353.63
1697880162,7352.40
1697880163,7350.17
1697880164,7349.32
1697880165,7351.40
1697880166,7353.84
1697880167,7354.90
1697880168,7355.46
1697880169,7351.12
1697880170,7351.21
1697880171,7349.96
1697880172,7349.45
1697880173,7348.95
1697880174,7347.31
1697880175,7347.70
1697880176,7347.92
1697880177,7345.02
1697880178,7342.78
1697880179,7338.26
1697880180,7337.33
1697880181,7337.23
1697880182,7338.91
1697880183,7335.39
1697880184,7333.53
1697880185,7332.41
1697880186,7331.00
1697880187,7331.89
1697880188,7332.67
1697880189,7332.38
1697880190,7334.35
1697880191,7336.47
1697880192,7335.21
1697880193,7335.43
1697880194,7334.15
1697880195,7332.86
1697880196,7328.53
1697880197,7326.31
1697880198,7324.98
1697880199,7321.59
1697880200,7318.81
1697880201,7319.84
1697880202,7319.14
1697880203,7315.91
1697880204,7317.52
1697880205,7313.46
1697880206,7308.39
1697880207,7306.85
1697880208,7299.85
1697880209,7297.78
1697880210,7301.56
1697880211,7301.79
1697880212,7302.66
1697880213,7302.83
1697880214,7304.47
1697880215,7305.67
1697880216,7302.50
1697880217,7301.36
1697880218,7301.11
1697880219,7297.16
1697880220,7297.46
1697880221,7300.32
1697880222,7300.37
1697880223,7299.91
1697880224,7301.91
1697880225,7300.02
1697880226,7297.98
1697880227,7295.96
1697880228,7291.77
1697880229,7294.62
1697880230,7296.10
1697880231,7298.00
1697880232,7299.51
1697880233,7300.72
1697880234,7299.28
1697880235,7294.54
1697880236,7297.53
1697880237,7297.38
1697880238,7295.37
1697880239,7293.60
1697880240,7296.73
1697880241,7292.18
1697880242,7288.14
1697880243,7286.39
1697880244,7287.68
1697880245,7288.97
1697880246,7292.35
1697880247,7292.87
1697880248,7292.69
1697880249,7291.60
1697880250,7291.91
1697880251,7290.62
1697880252,7291.35
1697880253,7292.14
1697880254,7293.30
1697880255,7294.71
1697880256,7292.71
1697880257,7292.00
1697880258,7290.57
1697880259,7291.03
1697880260,7290.57
1697880261,7292.43
1697880262,7290.94
1697880263,7288.96
1697880264,7289.33
1697880265,7290.13
1697880266,7288.81
1697880267,7289.85
1697880268,7292.82
1697880269,7291.01
1697880270,7289.56
1697880271,7289.99
1697880272,7288.81
1697880273,7289.70
1697880274,7288.42
1697880275,7288.76
1697880276,7289.16
1697880277,7287.66
1697880278,7285.16
1697880279,7288.94
1697880280,7289.69
1697880281,7290.40
1697880282,7291.78
1697880283,7290.79
1697880284,7291.26
1697880285,7293.39
1697880286,7292.91
1697880287,7292.87
1697880288,7292.99
1697880289,7292.15
1697880290,7294.76
1697880291,7296.61
1697880292,7295.48
1697880293,7297.38
1697880294,7294.56
1697880295,7290.78
1697880296,7286.44
1697880297,7285.47
1697880298,7282.68
1697880299,7286.01
1697880300,7288.44
1697880301,7291.66
1697880302,7293.45
1697880303,7295.57
1697880304,7298.36
1697880305,7299.80
1697880306,7297.69
1697880307,7294.84
1697880308,7295.07
1697880309,7293.45
1697880310,7294.70
1697880311,7296.78
1697880312,7295.27
1697880313,7298.84
1697880314,7300.52
1697880315,7302.48
1697880316,7299.22
1697880317,7299.78
1697880318,7299.30
1697880319,7298.24
1697880320,7296.06
1697880321,7299.89
1697880322,7303.35
1697880323,7305.17
1697880324,7303.18
1697880325,7305.84
1697880326,7303.46
1697880327,7296.76
1697880328,7299.45
1697880329,7302.47
1697880330,7301.42
1697880331,7302.42
1697880332,7305.40
1697880333,7305.24
1697880334,7305.14
1697880335,7305.82
1697880336,7305.75
1697880337,7302.94
1697880338,7301.67
1697880339,7302.86
1697880340,7303.37
1697880341,7306.27
1697880342,7312.09
1697880343,7313.43
1697880344,7313.10
1697880345,7312.64
1697880346,7306.45
1697880347,7300.58
1697880348,7300.55
1697880349,7301.80
1697880350,7301.69
1697880351,7303.33
1697880352,7305.17
1697880353,7305.83
1697880354,7303.54
1697880355,7305.25
1697880356,7303.62
1697880357,7301.31
1697880358,7302.44
1697880359,7305.94
1697880360,7305.18
1697880361,7307.06
1697880362,7307.52
1697880363,7306.65
1697880364,7304.03
1697880365,7303.79
1697880366,7297.83
1697880367,7298.79
1697880368,7300.12
1697880369,7303.22
1697880370,7303.09
1697880371,7305.45
1697880372,7306.81
1697880373,7308.16
1697880374,7308.00
1697880375,7308.37
1697880376,7308.11
1697880377,7302.73
1697880378,7303.38
1697880379,7303.23
1697880380,7304.22
1697880381,7302.27
1697880382,7301.07
1697880383,7301.57
1697880384,7301.52
1697880385,7301.00
1697880386,7302.60
1697880387,7310.53
1697880388,7312.23
1697880389,7314.26
1697880390,7313.20
1697880391,7310.21
1697880392,7310.85
1697880393,7308.29
1697880394,7307.17
1697880395,7306.64
1697880396,7304.74
1697880397,7305.03
1697880398,7308.45
1697880399,7309.84
1697880400,7314.59
1697880401,7314.76
1697880402,7309.95
1697880403,7308.19
1697880404,7309.28
1697880405,7302.65
1697880406,7302.51
1697880407,7310.98
1697880408,7313.40
1697880409,7312.31
1697880410,7315.97
1697880411,7316.13
1697880412,7317.84
1697880413,7317.54
1697880414,7318.78
1697880415,7314.78
1697880416,7312.01
1697880417,7309.53
1697880418,7308.64
1697880419,7308.84
1697880420,7310.37
1697880421,7316.16
1697880422,7314.90
1697880423,7316.28
