timestamp_secs,measured_kW
1699900877,3376.19
1699901477,3338.07
1699902077,3318.58
1699902677,3256.00
1699903277,3304.11
1699903877,3237.24
1699904477,3263.31
1699905077,3360.75
1699905677,3203.73
1699906277,3340.51
1699906877,3271.98
1699907477,3356.33
1699908077,3380.66
1699908677,4831.26
1699909277,4741.26
1699909877,4938.10
1699910477,4958.31
1699911077,4794.38
1699911677,4931.55
1699912277,5175.25
1699912877,4929.20
1699913477,4839.55
1699914077,4780.97
1699914677,4844.09
1699915277,4869.01
1699915877,4974.76
1699916477,4650.65
1699917077,4718.87
1699917677,4806.04
1699918277,4813.23
1699918877,4713.42
1699919477,3853.42
1699920077,4656.23
1699920677,4720.12
1699921277,4816.36
1699921877,4671.82
1699922477,4726.46
1699923077,3171.96
1699923677,4653.32
1699924277,4718.93
1699924877,4676.93
1699925477,4589.88
1699926077,4692.48
1699926677,3300.03
1699927277,4030.09
1699927877,4129.51
1699928477,4072.95
1699929077,3933.14
1699929677,3914.38
1699930277,3916.73
1699930877,4077.99
1699931477,4081.73
1699932077,3828.89
1699932677,3886.56
1699933277,4138.59
1699933877,3910.31
1699934477,4087.54
1699935077,4404.33
1699935677,4469.53
1699936277,4540.90
1699936877,4784.10
1699937477,4754.72
1699938077,4595.62
1699938677,4418.97
1699939277,4535.83
1699939877,4696.45
1699940477,4722.41
1699941077,4488.94
1699941677,4618.08
1699942277,4409.32
1699942877,4369.82
1699943477,4348.97
1699944077,4678.83
1699944677,4509.33
1699945277,4640.43
1699945877,4497.36
1699946477,4601.59
1699947077,4538.40
1699947677,4549.12
1699948277,4575.44
1699948877,4714.71
1699949477,4710.41
1699950077,4573.17
1699950677,4538.09
1699951277,4510.29
1699951877,4298.13
1699952477,3930.66
1699953077,3779.50
1699953677,3935.26
1699954277,4072.95
1699954877,3800.50
1699955477,3972.47
1699956077,3738.90
1699956677,3936.82
1699957277,3778.50
1699957877,3641.47
1699958477,3680.51
1699959077,3756.87
1699959677,3894.58
1699960277,3732.04
1699960877,3747.88
1699961477,4157.24
1699962077,4331.99
1699962677,4324.74
1699963277,4314.54
1699963877,4493.07
1699964477,4672.32
1699965077,4411.17
1699965677,4514.12
1699966277,4393.11
1699966877,4504.50
1699967477,4586.99
1699968077,4652.32
1699968677,4606.74
1699969277,4528.67
1699969877,4384.73
1699970477,4490.94
1699971077,4463.02
1699971677,4447.78
1699972277,3551.68
1699972877,3721.51
1699973477,3392.80
1699974077,3635.80
1699974677,3856.72
1699975277,3761.22
1699975877,3859.11
1699976477,3688.70
1699977077,3895.21
1699977677,3687.60
1699978277,3624.58
1699978877,3664.65
1699979477,3664.21
1699980077,3738.84
1699980677,3544.31
1699981277,3759.08
1699981877,3845.76
1699982477,3884.64
1699983077,3875.79
1699983677,4054.55
1699984277,3576.31
1699984877,3665.33
1699985477,3921.87
1699986077,3802.33
1699986677,3767.09
1699987277,3799.68
1699987877,3669.29
1699988477,3621.36
1699989077,3684.40
1699989677,3473.59
1699990277,3546.07
1699990877,3743.52
1699991477,3488.88
1699992077,4441.30
1699992677,4168.29
1699993277,3823.41
1699993877,4679.52
1699994477,4532.22
1699995077,4171.38
1699995677,4452.98
1699996277,4505.42
1699996877,4538.00
1699997477,4232.16
1699998077,4671.45
1699998677,4291.23
1699999277,4310.46
1699999877,4392.32
1700000477,4392.81
1700001077,4454.28
1700001677,4403.34
1700002277,4433.71
1700002877,4209.92
1700003477,3986.98
1700004077,4170.78
1700004677,4209.63
1700005277,4081.71
